name,p4_url,http_status,n_outgal,complexity_rank,best_outgal,all_outgals,error
NGC0918,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0918/P4/,200,3,3,NGC0918_bd.outgal,"[""NGC0918_bd.outgal"", ""NGC0918_onecomp.outgal"", ""NGC0918_twocomp.outgal""]",
NGC0936,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0936/P4/,200,3,3,NGC0936_bdbar.outgal,"[""NGC0936_bdbar.outgal"", ""NGC0936_onecomp.outgal"", ""NGC0936_twocomp.outgal""]",
NGC0941,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0941/P4/,200,3,3,NGC0941_dbarn.outgal,"[""NGC0941_dbarn.outgal"", ""NGC0941_onecomp.outgal"", ""NGC0941_twocomp.outgal""]",
NGC0986,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0986/P4/,200,3,3,NGC0986_bdbarf.outgal,"[""NGC0986_bdbarf.outgal"", ""NGC0986_onecomp.outgal"", ""NGC0986_twocomp.outgal""]",
NGC0988,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0988/P4/,200,3,3,NGC0988_dbarf.outgal,"[""NGC0988_dbarf.outgal"", ""NGC0988_onecomp.outgal"", ""NGC0988_twocomp.outgal""]",
NGC0991,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC0991/P4/,200,3,3,NGC0991_ndbar.outgal,"[""NGC0991_ndbar.outgal"", ""NGC0991_onecomp.outgal"", ""NGC0991_twocomp.outgal""]",
NGC1015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1015/P4/,200,3,3,NGC1015_bdbar.outgal,"[""NGC1015_bdbar.outgal"", ""NGC1015_onecomp.outgal"", ""NGC1015_twocomp.outgal""]",
NGC1022,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1022/P4/,200,3,3,NGC1022_bdbar.outgal,"[""NGC1022_bdbar.outgal"", ""NGC1022_onecomp.outgal"", ""NGC1022_twocomp.outgal""]",
NGC1036,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1036/P4/,200,3,3,NGC1036_dbar.outgal,"[""NGC1036_dbar.outgal"", ""NGC1036_onecomp.outgal"", ""NGC1036_twocomp.outgal""]",
NGC1042,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1042/P4/,200,3,3,NGC1042_nbd.outgal,"[""NGC1042_nbd.outgal"", ""NGC1042_onecomp.outgal"", ""NGC1042_twocomp.outgal""]",
NGC1047,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1047/P4/,200,3,3,NGC1047_ndd.outgal,"[""NGC1047_ndd.outgal"", ""NGC1047_onecomp.outgal"", ""NGC1047_twocomp.outgal""]",
NGC1051,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1051/P4/,200,3,3,NGC1051_ndbar.outgal,"[""NGC1051_ndbar.outgal"", ""NGC1051_onecomp.outgal"", ""NGC1051_twocomp.outgal""]",
NGC1055,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1055/P4/,200,3,3,NGC1055_bz.outgal,"[""NGC1055_bz.outgal"", ""NGC1055_onecomp.outgal"", ""NGC1055_twocomp.outgal""]",
NGC1068,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1068/P4/,200,3,3,NGC1068_bdd.outgal,"[""NGC1068_bdd.outgal"", ""NGC1068_onecomp.outgal"", ""NGC1068_twocomp.outgal""]",
NGC1073,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1073/P4/,200,3,3,NGC1073_dbar.outgal,"[""NGC1073_dbar.outgal"", ""NGC1073_onecomp.outgal"", ""NGC1073_twocomp.outgal""]",
NGC1076,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1076/P4/,200,3,3,NGC1076_ddn.outgal,"[""NGC1076_ddn.outgal"", ""NGC1076_onecomp.outgal"", ""NGC1076_twocomp.outgal""]",
NGC1079,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1079/P4/,200,3,3,NGC1079_bdbarfn.outgal,"[""NGC1079_bdbarfn.outgal"", ""NGC1079_onecomp.outgal"", ""NGC1079_twocomp.outgal""]",
NGC1084,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1084/P4/,200,3,3,NGC1084_bd.outgal,"[""NGC1084_bd.outgal"", ""NGC1084_onecomp.outgal"", ""NGC1084_twocomp.outgal""]",
NGC1087,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1087/P4/,200,3,3,NGC1087_dbar.outgal,"[""NGC1087_dbar.outgal"", ""NGC1087_onecomp.outgal"", ""NGC1087_twocomp.outgal""]",
NGC1090,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1090/P4/,200,3,3,NGC1090_bd.outgal,"[""NGC1090_bd.outgal"", ""NGC1090_onecomp.outgal"", ""NGC1090_twocomp.outgal""]",
NGC1097,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1097/P4/,200,3,3,NGC1097_ddbarf.outgal,"[""NGC1097_ddbarf.outgal"", ""NGC1097_onecomp.outgal"", ""NGC1097_twocomp.outgal""]",
NGC1179,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1179/P4/,200,3,3,NGC1179_dbarn.outgal,"[""NGC1179_dbarn.outgal"", ""NGC1179_onecomp.outgal"", ""NGC1179_twocomp.outgal""]",
NGC1187,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1187/P4/,200,3,3,NGC1187_bdbarf.outgal,"[""NGC1187_bdbarf.outgal"", ""NGC1187_onecomp.outgal"", ""NGC1187_twocomp.outgal""]",
NGC1189,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1189/P4/,404,0,0,,[],
NGC1222,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1222/P4/,200,3,3,NGC1222_bd.outgal,"[""NGC1222_bd.outgal"", ""NGC1222_onecomp.outgal"", ""NGC1222_twocomp.outgal""]",
NGC1232,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1232/P4/,200,3,3,NGC1232_bdbar.outgal,"[""NGC1232_bdbar.outgal"", ""NGC1232_onecomp.outgal"", ""NGC1232_twocomp.outgal""]",
NGC1248,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1248/P4/,404,0,0,,[],
NGC1249,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1249/P4/,200,3,3,NGC1249_dbarn.outgal,"[""NGC1249_dbarn.outgal"", ""NGC1249_onecomp.outgal"", ""NGC1249_twocomp.outgal""]",
NGC1253,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1253/P4/,200,3,3,NGC1253_dn.outgal,"[""NGC1253_dn.outgal"", ""NGC1253_onecomp.outgal"", ""NGC1253_twocomp.outgal""]",
NGC1255,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1255/P4/,200,3,3,NGC1255_dbar.outgal,"[""NGC1255_dbar.outgal"", ""NGC1255_onecomp.outgal"", ""NGC1255_twocomp.outgal""]",
NGC1258,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1258/P4/,200,3,3,NGC1258_dbarfn.outgal,"[""NGC1258_dbarfn.outgal"", ""NGC1258_onecomp.outgal"", ""NGC1258_twocomp.outgal""]",
NGC1266,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1266/P4/,404,0,0,,[],
NGC1291,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1291/P4/,200,3,3,NGC1291_bdbar.outgal,"[""NGC1291_bdbar.outgal"", ""NGC1291_onecomp.outgal"", ""NGC1291_twocomp.outgal""]",
NGC1292,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1292/P4/,200,3,3,NGC1292_bd.outgal,"[""NGC1292_bd.outgal"", ""NGC1292_onecomp.outgal"", ""NGC1292_twocomp.outgal""]",
NGC1297,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1297/P4/,200,3,3,NGC1297_bd.outgal,"[""NGC1297_bd.outgal"", ""NGC1297_onecomp.outgal"", ""NGC1297_twocomp.outgal""]",
NGC1299,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1299/P4/,200,3,3,NGC1299_dn.outgal,"[""NGC1299_dn.outgal"", ""NGC1299_onecomp.outgal"", ""NGC1299_twocomp.outgal""]",
NGC1300,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1300/P4/,200,3,3,NGC1300_bdbarf.outgal,"[""NGC1300_bdbarf.outgal"", ""NGC1300_onecomp.outgal"", ""NGC1300_twocomp.outgal""]",
NGC1302,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1302/P4/,200,3,3,NGC1302_nbdbar.outgal,"[""NGC1302_nbdbar.outgal"", ""NGC1302_onecomp.outgal"", ""NGC1302_twocomp.outgal""]",
NGC1306,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1306/P4/,200,3,3,NGC1306_dbarn.outgal,"[""NGC1306_dbarn.outgal"", ""NGC1306_onecomp.outgal"", ""NGC1306_twocomp.outgal""]",
NGC1309,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1309/P4/,200,3,3,NGC1309_dbarn.outgal,"[""NGC1309_dbarn.outgal"", ""NGC1309_onecomp.outgal"", ""NGC1309_twocomp.outgal""]",
NGC1310,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1310/P4/,200,3,3,NGC1310_dbarn.outgal,"[""NGC1310_dbarn.outgal"", ""NGC1310_onecomp.outgal"", ""NGC1310_twocomp.outgal""]",
NGC1313,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1313/P4/,200,3,3,NGC1313_dbarn.outgal,"[""NGC1313_dbarn.outgal"", ""NGC1313_onecomp.outgal"", ""NGC1313_twocomp.outgal""]",
NGC1315,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1315/P4/,404,0,0,,[],
NGC1317,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1317/P4/,404,0,0,,[],
NGC1325A,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1325A/P4/,200,3,3,NGC1325A_bd.outgal,"[""NGC1325A_bd.outgal"", ""NGC1325A_onecomp.outgal"", ""NGC1325A_twocomp.outgal""]",
NGC1326,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1326/P4/,200,3,3,NGC1326_bdbar.outgal,"[""NGC1326_bdbar.outgal"", ""NGC1326_onecomp.outgal"", ""NGC1326_twocomp.outgal""]",
NGC1326A,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1326A/P4/,200,3,3,NGC1326A_dbarf.outgal,"[""NGC1326A_dbarf.outgal"", ""NGC1326A_onecomp.outgal"", ""NGC1326A_twocomp.outgal""]",
NGC1332,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1332/P4/,200,3,3,NGC1332_b.outgal,"[""NGC1332_b.outgal"", ""NGC1332_onecomp.outgal"", ""NGC1332_twocomp.outgal""]",
NGC1338,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1338/P4/,200,3,3,NGC1338_dbar.outgal,"[""NGC1338_dbar.outgal"", ""NGC1338_onecomp.outgal"", ""NGC1338_twocomp.outgal""]",
NGC1341,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1341/P4/,200,3,3,NGC1341_dbar.outgal,"[""NGC1341_dbar.outgal"", ""NGC1341_onecomp.outgal"", ""NGC1341_twocomp.outgal""]",
NGC1345,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1345/P4/,200,3,3,NGC1345_dbar.outgal,"[""NGC1345_dbar.outgal"", ""NGC1345_onecomp.outgal"", ""NGC1345_twocomp.outgal""]",
NGC1347,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1347/P4/,200,3,3,NGC1347_d.outgal,"[""NGC1347_d.outgal"", ""NGC1347_onecomp.outgal"", ""NGC1347_twocomp.outgal""]",
NGC1350,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1350/P4/,200,3,3,NGC1350_bdbarfn.outgal,"[""NGC1350_bdbarfn.outgal"", ""NGC1350_onecomp.outgal"", ""NGC1350_twocomp.outgal""]",
NGC1357,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1357/P4/,200,3,3,NGC1357_bdd.outgal,"[""NGC1357_bdd.outgal"", ""NGC1357_onecomp.outgal"", ""NGC1357_twocomp.outgal""]",
NGC1359,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1359/P4/,200,3,3,NGC1359_dbar.outgal,"[""NGC1359_dbar.outgal"", ""NGC1359_onecomp.outgal"", ""NGC1359_twocomp.outgal""]",
NGC1365,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1365/P4/,200,3,3,NGC1365_bdbarfn.outgal,"[""NGC1365_bdbarfn.outgal"", ""NGC1365_onecomp.outgal"", ""NGC1365_twocomp.outgal""]",
NGC1367,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1367/P4/,200,3,3,NGC1367_bdbar.outgal,"[""NGC1367_bdbar.outgal"", ""NGC1367_onecomp.outgal"", ""NGC1367_twocomp.outgal""]",
NGC1369,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1369/P4/,404,0,0,,[],
NGC1377,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1377/P4/,404,0,0,,[],
NGC1380B,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1380B/P4/,404,0,0,,[],
NGC1385,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1385/P4/,200,3,3,NGC1385_ddbar.outgal,"[""NGC1385_ddbar.outgal"", ""NGC1385_onecomp.outgal"", ""NGC1385_twocomp.outgal""]",
NGC1387,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1387/P4/,404,0,0,,[],
NGC1393,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1393/P4/,404,0,0,,[],
NGC1398,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1398/P4/,200,3,3,NGC1398_bdbarf.outgal,"[""NGC1398_bdbarf.outgal"", ""NGC1398_onecomp.outgal"", ""NGC1398_twocomp.outgal""]",
NGC1411,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1411/P4/,200,3,3,NGC1411_bd.outgal,"[""NGC1411_bd.outgal"", ""NGC1411_onecomp.outgal"", ""NGC1411_twocomp.outgal""]",
NGC1425,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1425/P4/,200,3,3,NGC1425_bdd.outgal,"[""NGC1425_bdd.outgal"", ""NGC1425_onecomp.outgal"", ""NGC1425_twocomp.outgal""]",
NGC1427A,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1427A/P4/,200,3,3,NGC1427A_dd.outgal,"[""NGC1427A_dd.outgal"", ""NGC1427A_onecomp.outgal"", ""NGC1427A_twocomp.outgal""]",
NGC1433,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1433/P4/,200,3,3,NGC1433_bdbarf.outgal,"[""NGC1433_bdbarf.outgal"", ""NGC1433_onecomp.outgal"", ""NGC1433_twocomp.outgal""]",
NGC1436,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1436/P4/,200,3,3,NGC1436_bdd.outgal,"[""NGC1436_bdd.outgal"", ""NGC1436_onecomp.outgal"", ""NGC1436_twocomp.outgal""]",
NGC1440,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1440/P4/,404,0,0,,[],
NGC1452,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1452/P4/,200,3,3,NGC1452_bdbarf.outgal,"[""NGC1452_bdbarf.outgal"", ""NGC1452_onecomp.outgal"", ""NGC1452_twocomp.outgal""]",
NGC1460,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1460/P4/,404,0,0,,[],
NGC1473,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1473/P4/,200,3,3,NGC1473_dbarf.outgal,"[""NGC1473_dbarf.outgal"", ""NGC1473_onecomp.outgal"", ""NGC1473_twocomp.outgal""]",
NGC1481,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1481/P4/,404,0,0,,[],
NGC1482,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1482/P4/,200,3,3,NGC1482_bd.outgal,"[""NGC1482_bd.outgal"", ""NGC1482_onecomp.outgal"", ""NGC1482_twocomp.outgal""]",
NGC1483,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1483/P4/,200,3,3,NGC1483_dbar.outgal,"[""NGC1483_dbar.outgal"", ""NGC1483_onecomp.outgal"", ""NGC1483_twocomp.outgal""]",
NGC1487,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1487/P4/,200,3,3,NGC1487_bd.outgal,"[""NGC1487_bd.outgal"", ""NGC1487_onecomp.outgal"", ""NGC1487_twocomp.outgal""]",
NGC1493,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1493/P4/,200,3,3,NGC1493_dbarn.outgal,"[""NGC1493_dbarn.outgal"", ""NGC1493_onecomp.outgal"", ""NGC1493_twocomp.outgal""]",
NGC1494,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1494/P4/,200,3,3,NGC1494_dbar.outgal,"[""NGC1494_dbar.outgal"", ""NGC1494_onecomp.outgal"", ""NGC1494_twocomp.outgal""]",
NGC1510,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1510/P4/,200,3,3,NGC1510_bd.outgal,"[""NGC1510_bd.outgal"", ""NGC1510_onecomp.outgal"", ""NGC1510_twocomp.outgal""]",
NGC1512,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1512/P4/,200,3,3,NGC1512_bdbarf.outgal,"[""NGC1512_bdbarf.outgal"", ""NGC1512_onecomp.outgal"", ""NGC1512_twocomp.outgal""]",
NGC1522,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1522/P4/,404,0,0,,[],
NGC1531,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1531/P4/,404,0,0,,[],
NGC1533,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1533/P4/,200,3,3,NGC1533_bdbar.outgal,"[""NGC1533_bdbar.outgal"", ""NGC1533_onecomp.outgal"", ""NGC1533_twocomp.outgal""]",
NGC1536,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1536/P4/,404,0,0,,[],
NGC1546,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1546/P4/,200,3,3,NGC1546_ddn.outgal,"[""NGC1546_ddn.outgal"", ""NGC1546_onecomp.outgal"", ""NGC1546_twocomp.outgal""]",
NGC1553,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1553/P4/,200,3,3,NGC1553_bdd.outgal,"[""NGC1553_bdd.outgal"", ""NGC1553_onecomp.outgal"", ""NGC1553_twocomp.outgal""]",
NGC1559,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1559/P4/,200,3,3,NGC1559_dbarf.outgal,"[""NGC1559_dbarf.outgal"", ""NGC1559_onecomp.outgal"", ""NGC1559_twocomp.outgal""]",
NGC1566,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1566/P4/,200,3,3,NGC1566_ddbarn.outgal,"[""NGC1566_ddbarn.outgal"", ""NGC1566_onecomp.outgal"", ""NGC1566_twocomp.outgal""]",
NGC1592,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1592/P4/,200,2,2,NGC1592_twocomp.outgal,"[""NGC1592_onecomp.outgal"", ""NGC1592_twocomp.outgal""]",
NGC1602,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1602/P4/,200,3,3,NGC1602_d.outgal,"[""NGC1602_d.outgal"", ""NGC1602_onecomp.outgal"", ""NGC1602_twocomp.outgal""]",
NGC1617,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1617/P4/,404,0,0,,[],
NGC1637,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1637/P4/,200,3,3,NGC1637_dbarn.outgal,"[""NGC1637_dbarn.outgal"", ""NGC1637_onecomp.outgal"", ""NGC1637_twocomp.outgal""]",
NGC1640,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1640/P4/,200,3,3,NGC1640_bdbarfn.outgal,"[""NGC1640_bdbarfn.outgal"", ""NGC1640_onecomp.outgal"", ""NGC1640_twocomp.outgal""]",
NGC1666,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1666/P4/,404,0,0,,[],
NGC1672,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1672/P4/,200,3,3,NGC1672_bdbarf.outgal,"[""NGC1672_bdbarf.outgal"", ""NGC1672_onecomp.outgal"", ""NGC1672_twocomp.outgal""]",
NGC1679,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1679/P4/,200,3,3,NGC1679_dbar.outgal,"[""NGC1679_dbar.outgal"", ""NGC1679_onecomp.outgal"", ""NGC1679_twocomp.outgal""]",
NGC1688,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1688/P4/,200,3,3,NGC1688_dbarn.outgal,"[""NGC1688_dbarn.outgal"", ""NGC1688_onecomp.outgal"", ""NGC1688_twocomp.outgal""]",
NGC1703,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1703/P4/,200,3,3,NGC1703_bd.outgal,"[""NGC1703_bd.outgal"", ""NGC1703_onecomp.outgal"", ""NGC1703_twocomp.outgal""]",
NGC1705,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1705/P4/,200,3,3,NGC1705_dn.outgal,"[""NGC1705_dn.outgal"", ""NGC1705_onecomp.outgal"", ""NGC1705_twocomp.outgal""]",
NGC1744,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1744/P4/,200,3,3,NGC1744_dbarn.outgal,"[""NGC1744_dbarn.outgal"", ""NGC1744_onecomp.outgal"", ""NGC1744_twocomp.outgal""]",
NGC1792,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1792/P4/,200,3,3,NGC1792_bd.outgal,"[""NGC1792_bd.outgal"", ""NGC1792_onecomp.outgal"", ""NGC1792_twocomp.outgal""]",
NGC1796,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1796/P4/,404,0,0,,[],
NGC1800,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1800/P4/,200,3,3,NGC1800_dbar.outgal,"[""NGC1800_dbar.outgal"", ""NGC1800_onecomp.outgal"", ""NGC1800_twocomp.outgal""]",
NGC1879,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1879/P4/,200,3,3,NGC1879_dbarn.outgal,"[""NGC1879_dbarn.outgal"", ""NGC1879_onecomp.outgal"", ""NGC1879_twocomp.outgal""]",
NGC2082,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2082/P4/,404,0,0,,[],
NGC2101,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2101/P4/,200,3,3,NGC2101_d.outgal,"[""NGC2101_d.outgal"", ""NGC2101_onecomp.outgal"", ""NGC2101_twocomp.outgal""]",
NGC2460,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2460/P4/,200,3,3,NGC2460_bd.outgal,"[""NGC2460_bd.outgal"", ""NGC2460_onecomp.outgal"", ""NGC2460_twocomp.outgal""]",
NGC2500,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2500/P4/,200,3,3,NGC2500_dbarn.outgal,"[""NGC2500_dbarn.outgal"", ""NGC2500_onecomp.outgal"", ""NGC2500_twocomp.outgal""]",
NGC2537,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2537/P4/,200,3,3,NGC2537_ddbar.outgal,"[""NGC2537_ddbar.outgal"", ""NGC2537_onecomp.outgal"", ""NGC2537_twocomp.outgal""]",
NGC2541,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2541/P4/,200,3,3,NGC2541_dd.outgal,"[""NGC2541_dd.outgal"", ""NGC2541_onecomp.outgal"", ""NGC2541_twocomp.outgal""]",
NGC2543,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2543/P4/,200,3,3,NGC2543_bdbarf.outgal,"[""NGC2543_bdbarf.outgal"", ""NGC2543_onecomp.outgal"", ""NGC2543_twocomp.outgal""]",
NGC2544,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2544/P4/,404,0,0,,[],
NGC2551,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2551/P4/,200,3,3,NGC2551_bd.outgal,"[""NGC2551_bd.outgal"", ""NGC2551_onecomp.outgal"", ""NGC2551_twocomp.outgal""]",
NGC2552,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2552/P4/,200,3,3,NGC2552_d.outgal,"[""NGC2552_d.outgal"", ""NGC2552_onecomp.outgal"", ""NGC2552_twocomp.outgal""]",
NGC2604,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2604/P4/,200,3,3,NGC2604_dbarf.outgal,"[""NGC2604_dbarf.outgal"", ""NGC2604_onecomp.outgal"", ""NGC2604_twocomp.outgal""]",
NGC2608,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2608/P4/,200,3,3,NGC2608_dbarfn.outgal,"[""NGC2608_dbarfn.outgal"", ""NGC2608_onecomp.outgal"", ""NGC2608_twocomp.outgal""]",
NGC2633,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2633/P4/,200,3,3,NGC2633_bdbar.outgal,"[""NGC2633_bdbar.outgal"", ""NGC2633_onecomp.outgal"", ""NGC2633_twocomp.outgal""]",
NGC2655,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2655/P4/,200,3,3,NGC2655_bdbar.outgal,"[""NGC2655_bdbar.outgal"", ""NGC2655_onecomp.outgal"", ""NGC2655_twocomp.outgal""]",
NGC2679,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2679/P4/,404,0,0,,[],
NGC2681,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC2681/P4/,200,3,3,NGC2681_bd.outgal,"[""NGC2681_bd.outgal"", ""NGC2681_onecomp.outgal"", ""NGC2681_twocomp.outgal""]",
