name,p4_url,http_status,n_outgal,complexity_rank,best_outgal,all_outgals,error
ESO012-010,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO012-010/P4/,200,3,3,ESO012-010_dbar.outgal,"[""ESO012-010_dbar.outgal"", ""ESO012-010_onecomp.outgal"", ""ESO012-010_twocomp.outgal""]",
ESO013-009,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO013-009/P4/,404,0,0,,[],
ESO013-016,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO013-016/P4/,200,3,3,ESO013-016_dbarf.outgal,"[""ESO013-016_dbarf.outgal"", ""ESO013-016_onecomp.outgal"", ""ESO013-016_twocomp.outgal""]",
ESO013-021,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO013-021/P4/,404,0,0,,[],
ESO026-001,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO026-001/P4/,200,3,3,ESO026-001_ndbar.outgal,"[""ESO026-001_ndbar.outgal"", ""ESO026-001_onecomp.outgal"", ""ESO026-001_twocomp.outgal""]",
ESO027-001,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO027-001/P4/,200,3,3,ESO027-001_bdbar.outgal,"[""ESO027-001_bdbar.outgal"", ""ESO027-001_onecomp.outgal"", ""ESO027-001_twocomp.outgal""]",
ESO027-021,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO027-021/P4/,404,0,0,,[],
ESO028-007,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO028-007/P4/,404,0,0,,[],
ESO048-017,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO048-017/P4/,200,3,3,ESO048-017_ndbar.outgal,"[""ESO048-017_ndbar.outgal"", ""ESO048-017_onecomp.outgal"", ""ESO048-017_twocomp.outgal""]",
ESO054-021,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO054-021/P4/,200,3,3,ESO054-021_dbar.outgal,"[""ESO054-021_dbar.outgal"", ""ESO054-021_onecomp.outgal"", ""ESO054-021_twocomp.outgal""]",
ESO079-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO079-005/P4/,200,3,3,ESO079-005_dbar.outgal,"[""ESO079-005_dbar.outgal"", ""ESO079-005_onecomp.outgal"", ""ESO079-005_twocomp.outgal""]",
ESO079-007,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO079-007/P4/,200,3,3,ESO079-007_dbar.outgal,"[""ESO079-007_dbar.outgal"", ""ESO079-007_onecomp.outgal"", ""ESO079-007_twocomp.outgal""]",
ESO080-006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO080-006/P4/,404,0,0,,[],
ESO084-015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO084-015/P4/,404,0,0,,[],
ESO108-023,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO108-023/P4/,404,0,0,,[],
ESO114-007,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO114-007/P4/,200,3,3,ESO114-007_d.outgal,"[""ESO114-007_d.outgal"", ""ESO114-007_onecomp.outgal"", ""ESO114-007_twocomp.outgal""]",
ESO118-034,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO118-034/P4/,404,0,0,,[],
ESO119-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO119-005/P4/,404,0,0,,[],
ESO120-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO120-012/P4/,200,3,3,ESO120-012_dd.outgal,"[""ESO120-012_dd.outgal"", ""ESO120-012_onecomp.outgal"", ""ESO120-012_twocomp.outgal""]",
ESO149-013,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO149-013/P4/,404,0,0,,[],
ESO150-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO150-005/P4/,200,3,3,ESO150-005_dd.outgal,"[""ESO150-005_dd.outgal"", ""ESO150-005_onecomp.outgal"", ""ESO150-005_twocomp.outgal""]",
ESO151-002,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO151-002/P4/,404,0,0,,[],
ESO151-019,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO151-019/P4/,404,0,0,,[],
ESO157-044,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO157-044/P4/,404,0,0,,[],
ESO158-003,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO158-003/P4/,404,0,0,,[],
ESO158-015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO158-015/P4/,404,0,0,,[],
ESO159-025,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO159-025/P4/,200,3,3,ESO159-025_d.outgal,"[""ESO159-025_d.outgal"", ""ESO159-025_onecomp.outgal"", ""ESO159-025_twocomp.outgal""]",
ESO185-027,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO185-027/P4/,404,0,0,,[],
ESO186-062,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO186-062/P4/,404,0,0,,[],
ESO187-051,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO187-051/P4/,200,3,3,ESO187-051_d.outgal,"[""ESO187-051_d.outgal"", ""ESO187-051_onecomp.outgal"", ""ESO187-051_twocomp.outgal""]",
ESO190-011,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO190-011/P4/,404,0,0,,[],
ESO200-053,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO200-053/P4/,404,0,0,,[],
ESO200-054,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO200-054/P4/,404,0,0,,[],
ESO233-044,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO233-044/P4/,404,0,0,,[],
ESO233-053,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO233-053/P4/,404,0,0,,[],
ESO234-036,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO234-036/P4/,404,0,0,,[],
ESO234-043,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO234-043/P4/,200,3,3,ESO234-043_dbarn.outgal,"[""ESO234-043_dbarn.outgal"", ""ESO234-043_onecomp.outgal"", ""ESO234-043_twocomp.outgal""]",
ESO234-049,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO234-049/P4/,200,3,3,ESO234-049_dd.outgal,"[""ESO234-049_dd.outgal"", ""ESO234-049_onecomp.outgal"", ""ESO234-049_twocomp.outgal""]",
ESO236-006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO236-006/P4/,404,0,0,,[],
ESO236-034,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO236-034/P4/,404,0,0,,[],
ESO236-035,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO236-035/P4/,404,0,0,,[],
ESO236-036,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO236-036/P4/,404,0,0,,[],
ESO236-041,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO236-041/P4/,404,0,0,,[],
ESO237-019,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO237-019/P4/,404,0,0,,[],
ESO237-052,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO237-052/P4/,200,3,3,ESO237-052_bdbarf.outgal,"[""ESO237-052_bdbarf.outgal"", ""ESO237-052_onecomp.outgal"", ""ESO237-052_twocomp.outgal""]",
ESO238-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO238-005/P4/,404,0,0,,[],
ESO238-018,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO238-018/P4/,200,3,3,ESO238-018_dbar.outgal,"[""ESO238-018_dbar.outgal"", ""ESO238-018_onecomp.outgal"", ""ESO238-018_twocomp.outgal""]",
ESO240-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO240-012/P4/,404,0,0,,[],
ESO241-006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO241-006/P4/,404,0,0,,[],
ESO245-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO245-005/P4/,200,3,3,ESO245-005_dd.outgal,"[""ESO245-005_dd.outgal"", ""ESO245-005_onecomp.outgal"", ""ESO245-005_twocomp.outgal""]",
ESO245-007,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO245-007/P4/,200,3,3,ESO245-007_d.outgal,"[""ESO245-007_d.outgal"", ""ESO245-007_onecomp.outgal"", ""ESO245-007_twocomp.outgal""]",
ESO247-010,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO247-010/P4/,404,0,0,,[],
ESO249-008,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO249-008/P4/,200,3,3,ESO249-008_dd.outgal,"[""ESO249-008_dd.outgal"", ""ESO249-008_onecomp.outgal"", ""ESO249-008_twocomp.outgal""]",
ESO249-036,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO249-036/P4/,200,2,2,ESO249-036_twocomp.outgal,"[""ESO249-036_onecomp.outgal"", ""ESO249-036_twocomp.outgal""]",
ESO250-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO250-005/P4/,404,0,0,,[],
ESO251-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO251-012/P4/,404,0,0,,[],
ESO252-007,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO252-007/P4/,404,0,0,,[],
ESO284-047,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO284-047/P4/,404,0,0,,[],
ESO284-049,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO284-049/P4/,404,0,0,,[],
ESO286-063,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO286-063/P4/,404,0,0,,[],
ESO287-037,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO287-037/P4/,200,3,3,ESO287-037_dbar.outgal,"[""ESO287-037_dbar.outgal"", ""ESO287-037_onecomp.outgal"", ""ESO287-037_twocomp.outgal""]",
ESO287-055,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO287-055/P4/,404,0,0,,[],
ESO288-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO288-005/P4/,404,0,0,,[],
ESO288-013,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO288-013/P4/,200,3,3,ESO288-013_d.outgal,"[""ESO288-013_d.outgal"", ""ESO288-013_onecomp.outgal"", ""ESO288-013_twocomp.outgal""]",
ESO288-045,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO288-045/P4/,404,0,0,,[],
ESO288-049,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO288-049/P4/,404,0,0,,[],
ESO289-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO289-005/P4/,404,0,0,,[],
ESO289-011,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO289-011/P4/,404,0,0,,[],
ESO290-006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO290-006/P4/,404,0,0,,[],
ESO290-039,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO290-039/P4/,404,0,0,,[],
ESO294-020,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO294-020/P4/,404,0,0,,[],
ESO297-015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO297-015/P4/,404,0,0,,[],
ESO297-020,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO297-020/P4/,404,0,0,,[],
ESO298-023,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO298-023/P4/,200,3,3,ESO298-023_d.outgal,"[""ESO298-023_d.outgal"", ""ESO298-023_onecomp.outgal"", ""ESO298-023_twocomp.outgal""]",
ESO299-011,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO299-011/P4/,404,0,0,,[],
ESO301-011,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO301-011/P4/,404,0,0,,[],
ESO302-006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO302-006/P4/,404,0,0,,[],
ESO305-009,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO305-009/P4/,200,3,3,ESO305-009_dbar.outgal,"[""ESO305-009_dbar.outgal"", ""ESO305-009_onecomp.outgal"", ""ESO305-009_twocomp.outgal""]",
ESO306-013,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO306-013/P4/,404,0,0,,[],
ESO340-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO340-012/P4/,404,0,0,,[],
ESO340-017,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO340-017/P4/,200,3,3,ESO340-017_dbar.outgal,"[""ESO340-017_dbar.outgal"", ""ESO340-017_onecomp.outgal"", ""ESO340-017_twocomp.outgal""]",
ESO340-021,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO340-021/P4/,404,0,0,,[],
ESO340-042,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO340-042/P4/,200,3,3,ESO340-042_dbarn.outgal,"[""ESO340-042_dbarn.outgal"", ""ESO340-042_onecomp.outgal"", ""ESO340-042_twocomp.outgal""]",
ESO341-032,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO341-032/P4/,200,3,3,ESO341-032_dbar.outgal,"[""ESO341-032_dbar.outgal"", ""ESO341-032_onecomp.outgal"", ""ESO341-032_twocomp.outgal""]",
ESO342-050,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO342-050/P4/,200,3,3,ESO342-050_bd.outgal,"[""ESO342-050_bd.outgal"", ""ESO342-050_onecomp.outgal"", ""ESO342-050_twocomp.outgal""]",
ESO345-002,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO345-002/P4/,404,0,0,,[],
ESO345-046,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO345-046/P4/,200,3,3,ESO345-046_dbar.outgal,"[""ESO345-046_dbar.outgal"", ""ESO345-046_onecomp.outgal"", ""ESO345-046_twocomp.outgal""]",
ESO346-018,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO346-018/P4/,404,0,0,,[],
ESO347-008,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO347-008/P4/,200,3,3,ESO347-008_d.outgal,"[""ESO347-008_d.outgal"", ""ESO347-008_onecomp.outgal"", ""ESO347-008_twocomp.outgal""]",
ESO347-020,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO347-020/P4/,404,0,0,,[],
ESO352-036,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO352-036/P4/,404,0,0,,[],
ESO355-026,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO355-026/P4/,200,3,3,ESO355-026_dn.outgal,"[""ESO355-026_dn.outgal"", ""ESO355-026_onecomp.outgal"", ""ESO355-026_twocomp.outgal""]",
ESO356-026,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO356-026/P4/,404,0,0,,[],
ESO357-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO357-012/P4/,200,4,3,ESO357-012_dbarn.outgal,"[""ESO357-012_dbar.outgal"", ""ESO357-012_dbarn.outgal"", ""ESO357-012_onecomp.outgal"", ""ESO357-012_twocomp.outgal""]",
ESO358-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-005/P4/,200,3,3,ESO358-005_d.outgal,"[""ESO358-005_d.outgal"", ""ESO358-005_onecomp.outgal"", ""ESO358-005_twocomp.outgal""]",
ESO358-015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-015/P4/,200,3,3,ESO358-015_dd.outgal,"[""ESO358-015_dd.outgal"", ""ESO358-015_onecomp.outgal"", ""ESO358-015_twocomp.outgal""]",
ESO358-020,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-020/P4/,200,3,3,ESO358-020_dd.outgal,"[""ESO358-020_dd.outgal"", ""ESO358-020_onecomp.outgal"", ""ESO358-020_twocomp.outgal""]",
ESO358-022,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-022/P4/,404,0,0,,[],
ESO358-054,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-054/P4/,200,3,3,ESO358-054_d.outgal,"[""ESO358-054_d.outgal"", ""ESO358-054_onecomp.outgal"", ""ESO358-054_twocomp.outgal""]",
ESO358-059,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO358-059/P4/,404,0,0,,[],
ESO359-029,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO359-029/P4/,200,3,3,ESO359-029_d.outgal,"[""ESO359-029_d.outgal"", ""ESO359-029_onecomp.outgal"", ""ESO359-029_twocomp.outgal""]",
ESO359-031,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO359-031/P4/,200,3,3,ESO359-031_d.outgal,"[""ESO359-031_d.outgal"", ""ESO359-031_onecomp.outgal"", ""ESO359-031_twocomp.outgal""]",
ESO362-009,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO362-009/P4/,200,3,3,ESO362-009_d.outgal,"[""ESO362-009_d.outgal"", ""ESO362-009_onecomp.outgal"", ""ESO362-009_twocomp.outgal""]",
ESO400-027,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO400-027/P4/,404,0,0,,[],
ESO402-030,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO402-030/P4/,200,3,3,ESO402-030_dd.outgal,"[""ESO402-030_dd.outgal"", ""ESO402-030_onecomp.outgal"", ""ESO402-030_twocomp.outgal""]",
ESO403-031,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO403-031/P4/,200,3,3,ESO403-031_dbar.outgal,"[""ESO403-031_dbar.outgal"", ""ESO403-031_onecomp.outgal"", ""ESO403-031_twocomp.outgal""]",
ESO404-003,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO404-003/P4/,200,3,3,ESO404-003_dbarf.outgal,"[""ESO404-003_dbarf.outgal"", ""ESO404-003_onecomp.outgal"", ""ESO404-003_twocomp.outgal""]",
ESO404-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO404-012/P4/,200,3,3,ESO404-012_dbarn.outgal,"[""ESO404-012_dbarn.outgal"", ""ESO404-012_onecomp.outgal"", ""ESO404-012_twocomp.outgal""]",
ESO404-028,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO404-028/P4/,404,0,0,,[],
ESO404-039,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO404-039/P4/,404,0,0,,[],
ESO406-031,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO406-031/P4/,404,0,0,,[],
ESO407-002,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-002/P4/,404,0,0,,[],
ESO407-004,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-004/P4/,404,0,0,,[],
ESO407-009,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-009/P4/,200,3,3,ESO407-009_dn.outgal,"[""ESO407-009_dn.outgal"", ""ESO407-009_onecomp.outgal"", ""ESO407-009_twocomp.outgal""]",
ESO407-014,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-014/P4/,200,3,3,ESO407-014_dn.outgal,"[""ESO407-014_dn.outgal"", ""ESO407-014_onecomp.outgal"", ""ESO407-014_twocomp.outgal""]",
ESO407-018,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO407-018/P4/,200,3,3,ESO407-018_d.outgal,"[""ESO407-018_d.outgal"", ""ESO407-018_onecomp.outgal"", ""ESO407-018_twocomp.outgal""]",
ESO408-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO408-012/P4/,200,3,3,ESO408-012_dbarn.outgal,"[""ESO408-012_dbarn.outgal"", ""ESO408-012_onecomp.outgal"", ""ESO408-012_twocomp.outgal""]",
ESO409-015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO409-015/P4/,200,3,3,ESO409-015_d.outgal,"[""ESO409-015_d.outgal"", ""ESO409-015_onecomp.outgal"", ""ESO409-015_twocomp.outgal""]",
ESO410-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO410-005/P4/,404,0,0,,[],
ESO410-018,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO410-018/P4/,200,3,3,ESO410-018_d.outgal,"[""ESO410-018_d.outgal"", ""ESO410-018_onecomp.outgal"", ""ESO410-018_twocomp.outgal""]",
ESO411-016,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO411-016/P4/,404,0,0,,[],
ESO411-027,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO411-027/P4/,404,0,0,,[],
ESO418-008,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO418-008/P4/,200,3,3,ESO418-008_d.outgal,"[""ESO418-008_d.outgal"", ""ESO418-008_onecomp.outgal"", ""ESO418-008_twocomp.outgal""]",
ESO418-009,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO418-009/P4/,200,3,3,ESO418-009_dbarf.outgal,"[""ESO418-009_dbarf.outgal"", ""ESO418-009_onecomp.outgal"", ""ESO418-009_twocomp.outgal""]",
ESO419-013,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO419-013/P4/,200,3,3,ESO419-013_dbar.outgal,"[""ESO419-013_dbar.outgal"", ""ESO419-013_onecomp.outgal"", ""ESO419-013_twocomp.outgal""]",
ESO420-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO420-005/P4/,404,0,0,,[],
ESO420-009,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO420-009/P4/,200,3,3,ESO420-009_dbarf.outgal,"[""ESO420-009_dbarf.outgal"", ""ESO420-009_onecomp.outgal"", ""ESO420-009_twocomp.outgal""]",
ESO421-019,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO421-019/P4/,200,3,3,ESO421-019_dd.outgal,"[""ESO421-019_dd.outgal"", ""ESO421-019_onecomp.outgal"", ""ESO421-019_twocomp.outgal""]",
ESO422-005,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO422-005/P4/,200,3,3,ESO422-005_d.outgal,"[""ESO422-005_d.outgal"", ""ESO422-005_onecomp.outgal"", ""ESO422-005_twocomp.outgal""]",
ESO422-041,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO422-041/P4/,200,3,3,ESO422-041_dbar.outgal,"[""ESO422-041_dbar.outgal"", ""ESO422-041_onecomp.outgal"", ""ESO422-041_twocomp.outgal""]",
ESO438-017,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO438-017/P4/,200,3,3,ESO438-017_dbarf.outgal,"[""ESO438-017_dbarf.outgal"", ""ESO438-017_onecomp.outgal"", ""ESO438-017_twocomp.outgal""]",
ESO440-011,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO440-011/P4/,200,3,3,ESO440-011_dbarf.outgal,"[""ESO440-011_dbarf.outgal"", ""ESO440-011_onecomp.outgal"", ""ESO440-011_twocomp.outgal""]",
ESO440-012,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO440-012/P4/,404,0,0,,[],
ESO440-016,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO440-016/P4/,404,0,0,,[],
ESO440-018,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO440-018/P4/,404,0,0,,[],
ESO440-046,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO440-046/P4/,200,3,3,ESO440-046_d.outgal,"[""ESO440-046_d.outgal"", ""ESO440-046_onecomp.outgal"", ""ESO440-046_twocomp.outgal""]",
ESO440-049,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO440-049/P4/,200,3,3,ESO440-049_bdd.outgal,"[""ESO440-049_bdd.outgal"", ""ESO440-049_onecomp.outgal"", ""ESO440-049_twocomp.outgal""]",
ESO442-013,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO442-013/P4/,200,3,3,ESO442-013_dbar.outgal,"[""ESO442-013_dbar.outgal"", ""ESO442-013_onecomp.outgal"", ""ESO442-013_twocomp.outgal""]",
ESO443-008,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO443-008/P4/,404,0,0,,[],
ESO443-033,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO443-033/P4/,404,0,0,,[],
ESO443-069,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO443-069/P4/,200,3,3,ESO443-069_dbar.outgal,"[""ESO443-069_dbar.outgal"", ""ESO443-069_onecomp.outgal"", ""ESO443-069_twocomp.outgal""]",
ESO443-085,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO443-085/P4/,200,3,3,ESO443-085_dbarf.outgal,"[""ESO443-085_dbarf.outgal"", ""ESO443-085_onecomp.outgal"", ""ESO443-085_twocomp.outgal""]",
ESO444-037,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO444-037/P4/,200,3,3,ESO444-037_dn.outgal,"[""ESO444-037_dn.outgal"", ""ESO444-037_onecomp.outgal"", ""ESO444-037_twocomp.outgal""]",
ESO444-084,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO444-084/P4/,404,0,0,,[],
ESO445-076,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO445-076/P4/,404,0,0,,[],
ESO445-089,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO445-089/P4/,200,3,3,ESO445-089_dbarn.outgal,"[""ESO445-089_dbarn.outgal"", ""ESO445-089_onecomp.outgal"", ""ESO445-089_twocomp.outgal""]",
ESO462-028,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO462-028/P4/,404,0,0,,[],
ESO466-025,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO466-025/P4/,404,0,0,,[],
ESO466-043,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO466-043/P4/,404,0,0,,[],
ESO468-006,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO468-006/P4/,404,0,0,,[],
ESO468-008,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO468-008/P4/,404,0,0,,[],
