name,ra,dec,sample,type,cvrhs,t,incl_deg,dist_mpc,distmod,mabs1_3p6,logmstar,btot_app,b_abs,m_i,mi_source,mabs3_real,p4_url
UGC09837,230.965334,58.052917,S4G,SABc,SAB(s)\underline{c}d,5.5,23.2,39.5,32.982985478132306,-19.303,9.907,13.825,-19.157985478132307,-19.938921587361094,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09837/P4/
NGC7731,355.371188,3.740011,S4G,SBa,"(R_1_L,R_2_')SAB_a_(r)\underline{a}b",1.5,45.5,31.3,32.47772168773224,-19.189,9.862,14.28,-18.19772168773224,-19.626049596617076,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7731/P4/
NGC7741,355.97641,26.07612,S4G,SBc,(R_2_')SB(s)cd,6.0,50.2,12.64,30.50873536973183,-18.997,9.785,11.818,-18.690735369731833,-19.59502781188698,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7741/P4/
NGC7742,356.065549,10.76707,S4G,Sb,"SA(rl:,r)0^+^",-1.0,16.8,25.78,32.056414565086925,-20.765,10.492,12.286,-19.770414565086924,-21.201272422795427,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7742/P4/
NGC7750,356.657568,3.799891,S4G,SBc,(R')SA(rs)bc,4.0,63.0,29.64,32.359390996536455,-19.767,10.093,13.495,-18.864390996536457,-20.224886884186066,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7750/P4/
NGC7755,356.965579,-30.521935,S4G,Sc,"(R')SAB(rs,nrl)\underline{b}c",3.5,53.7,28.35,32.26276531614462,-20.938,10.561,12.46,-19.802765316144622,-21.341219849293985,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7755/P4/
NGC7757,357.189705,4.171214,S4G,Sc,SAB(s)\underline{c}d pec,5.5,44.0,19.7,31.472331130807966,-18.67,9.654,13.262,-18.210331130807965,-19.231977815739874,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7757/P4/
NGC7764,357.72423,-40.729995,S4G,SBm,SB(s)dm,8.0,47.5,20.5,31.558769305278773,-18.98,9.778,12.632,-18.926769305278775,-19.637490786740514,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7764/P4/
NGC7793,359.457211,-32.591067,S4G,Scd,SA(s)c,5.0,63.6,3.83,27.915993869843113,-18.668,9.653,9.698,-18.217993869843113,-19.23224855941313,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7793/P4/
NGC7798,359.856194,20.749814,S4G,SBc,SAB(s)a\underline{b},2.5,24.3,32.6,32.5660880003397,-20.744,10.484,12.948,-19.618088000339696,-21.14941068007983,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7798/P4/
UGC00882,20.231151,6.574113,S4G,I,I\underline{A}B:(s:)m,10.0,43.5,26.9,32.148761400012035,-16.964,8.972,15.559,-16.589761400012037,-17.546053929002827,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC00882/P4/
UGC00941,20.884736,6.960419,S4G,IAB,Im,10.0,48.2,36.6,32.81740542697206,-17.315,9.112,15.609,-17.208405426972057,-17.959950275338436,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC00941/P4/
UGC01014,21.598213,6.277794,S4G,SABm,S/IAB:(s:)m,9.5,50.0,28.58,32.28031112227476,-17.366,9.133,15.163,-17.11731112227476,-17.977558113734567,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC01014/P4/
UGC01104,23.177167,18.317079,S4G,I,SA(s)d / Sph,7.0,59.0,7.55,29.38973475814594,-15.065,8.212,14.409,-14.98073475814594,-15.715197668164295,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC01104/P4/
UGC01112,23.328585,3.070333,S4G,Sc,S/IA\underline{B}(s)m,9.5,65.3,24.84,31.97575795752271,-17.365,9.132,14.944,-17.031757957522707,-17.956688120017834,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC01112/P4/
UGC06628,175.02492,45.943173,S4G,SABm,S\underline{A}B(s)m,9.0,33.9,12.34,30.456575798486114,-17.143,9.043,13.218,-17.238575798486114,-17.835460312644237,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC06628/P4/
UGC06682,175.78785,59.1058,S4G,SABm,SAB(s)m,9.0,37.6,23.8,31.882884785282563,-17.251,9.086,14.921,-16.961884785282564,-17.853057924541403,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC06682/P4/
UGC06713,176.10389,48.835629,S4G,SABm,S/IA(s:)m,9.5,42.4,17.0,31.152244606891372,-16.454,8.768,15.315,-15.837244606891373,-16.979062482619472,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC06713/P4/
UGC06780,177.209967,-2.032254,S4G,SABc,SA(s)cd,6.0,53.0,38.77,32.94247900503605,-18.658,9.649,14.785,-18.15747900503605,-19.21037756618347,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC06780/P4/
UGC06782,177.2391,23.83766,S4G,I,S/IAB(s:)m,9.5,0.0,9.35,29.85405805436259,-14.666,8.052,15.165,-14.68905805436259,-15.34141864277521,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC06782/P4/
UGC09112,213.440827,47.659,DG,Sc,SB(s)d sp / E7-8,7.0,68.9,27.52,32.19824214781737,-17.248,9.086,15.08,-17.11824214781737,-17.843,real,-17.843,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09112/P4/
NGC4531,188.566123,13.075345,S4G,S0-a,(L)SA(\underline{r}s)0/\underline{a},0.5,55.7,15.15,30.902063164191617,-19.468,9.973,12.478,-18.424063164191615,-19.89267484358503,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4531/P4/
NGC4534,188.522751,35.518377,S4G,Sd,SAB(s)m,9.0,62.5,13.29,30.617624904713658,-17.558,9.209,13.148,-17.46962490471366,-18.20723185260771,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4534/P4/
NGC4535,188.584573,8.197976,S4G,Sc,SAB(s)c,5.0,23.8,15.58,30.962837266682726,-21.248,10.685,10.531,-20.431837266682727,-21.72620175767044,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4535/P4/
NGC5350,208.340092,40.363994,S4G,Sbc,SB(\underline{r}s)a\underline{b},2.7,54.1,27.19,32.1720460379375,-20.848,10.526,12.284,-19.8880460379375,-21.29241081891531,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5350/P4/
NGC5360,208.91005,4.98465,S4G,S0-a,Sm: sp /E(d)6,9.0,62.2,22.2,31.731764872253194,-18.145,9.444,14.951,-16.780764872253194,-18.4944047449795,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5360/P4/
NGC5364,209.049954,5.014879,S4G,Sbc,"SA(r,s)\underline{b}c",3.5,67.5,16.2,31.04757507271315,-20.705,10.468,11.191,-19.85657507271315,-21.17562014208759,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5364/P4/
NGC5371,208.916473,40.461737,S4G,Sbc,"SAB(s,nl)b",3.0,54.0,27.1,32.164846454372025,-21.866,10.933,11.279,-20.885846454372025,-22.305663916777426,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5371/P4/
NGC5375,209.233329,29.164339,S4G,SBab,"(R')SB_a_(rs,bl)\underline{a}b",1.5,44.8,39.38,32.9763785590105,-21.218,10.673,12.823,-20.1533785590105,-21.637813961367467,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5375/P4/
NGC5376,208.816764,59.506625,S4G,SABa,SA(rs)\underline{a}b,1.5,54.8,37.37,32.862615489248185,-21.091,10.622,12.983,-19.879615489248184,-21.476324639973324,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5376/P4/
NGC3153,153.210501,12.666621,S4G,Sc,SB(r\underline{s})c\underline{d},6.5,60.6,37.2,32.85271469940949,-19.753,10.087,13.926,-18.926714699409487,-20.22882295436123,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3153/P4/
NGC3155,154.415912,74.347523,S4G,Sbc,SB(s)b,3.0,61.3,51.4,33.554815594976375,-20.095,10.224,14.099,-19.455815594976375,-20.614791664819446,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3155/P4/
NGC3162,153.381615,22.737555,S4G,SABc,SA(s)b\underline{c},4.5,37.1,22.05,31.717042969019282,-19.936,10.16,12.288,-19.42904296901928,-20.48686509771953,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3162/P4/
NGC3166,153.440425,3.424893,S4G,S0-a,(R\underline{L})SA\underline{B}_a_(r\underline{l}),-1.0,56.1,22.0,31.712113404111037,-21.857,10.929,11.421,-20.291113404111037,-22.159016649966095,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3166/P4/
NGC3169,153.562655,3.466118,S4G,Sa,SA(r\underline{s})\underline{a}b: pec,1.5,56.8,22.5,31.760912590556813,-22.035,11.0,11.253,-20.507912590556813,-22.346134458780853,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3169/P4/
NGC3177,154.142299,21.123063,S4G,Sb,(R')SA(rs)a\underline{b},2.5,41.6,27.72,32.213966129698846,-20.61,10.43,13.007,-19.20696612969885,-20.95028704047923,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3177/P4/
NGC3182,154.8876,58.20573,S4G,Sa,SA(\underline{r}l)0^{o/+}^,-1.5,36.5,28.14,32.246620465493635,-20.171,10.255,13.071,-19.175620465493637,-20.607085809391005,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3182/P4/
NGC3184,154.570424,41.424342,S4G,SABc,SA(rs)bc,4.0,14.4,12.27,30.444222813635022,-20.767,10.493,10.411,-20.03322281363502,-21.26456236120423,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3184/P4/
NGC3185,154.410705,21.688247,S4G,Sa,"(RL)SAB_{ax}_(\underline{r}s,bl)0/\underline{a}",0.5,60.1,23.04,31.81241237375587,-20.028,10.197,12.938,-18.874412373755867,-20.426906907832628,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3185/P4/
NGC4020,179.736,30.41247,S4G,SBcd,SAB(s)\underline{d}m,7.5,65.6,13.16,30.59627944638968,-17.823,9.315,13.336,-17.26027944638968,-18.360760669901577,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4020/P4/
NGC4027,179.87611,-19.2653,S4G,SBd,(R')SB(r\underline{s})dm,8.0,42.3,12.24,30.43890708904771,-19.642,10.043,11.58,-18.85890708904771,-20.12797316592621,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4027/P4/
NGC4030,180.098393,-1.100035,S4G,Sbc,SA(r\underline{s})bc,4.0,47.1,21.92,31.704202749061658,-21.867,10.933,11.232,-20.47220274906166,-22.20922264602949,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4030/P4/
NGC4032,180.136876,20.073961,S4G,I,SA(s)d,7.0,42.8,17.01,31.153521568062843,-18.296,9.505,12.859,-18.29452156806284,-18.965652568494768,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4032/P4/
NGC4034,180.373847,69.324021,S4G,Sc,SB(s)b:,3.0,54.0,34.02,32.65867154638275,-18.866,9.733,14.597,-18.061671546382748,-19.346982813399947,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4034/P4/
NGC4037,180.348636,13.401076,S4G,Sb,SAB(rs)\underline{b}c:,3.5,22.0,11.39,30.282618620395503,-17.924,9.356,13.408,-16.874618620395502,-18.347395375792942,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4037/P4/
NGC4038,180.47088,-18.867559,S4G,SBm,"Pec (merger, tails)",0.0,51.9,21.06,31.61729183424734,-21.987,10.981,10.85,-20.767291834247338,-22.370368581048123,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4038/P4/
NGC4041,180.551016,62.137293,S4G,Sbc,SA(rs)c,5.0,22.0,31.2,32.47077297009221,-21.684,10.86,11.646,-20.824772970092212,-22.15208164797167,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4041/P4/
NGC4045,180.676005,1.976741,S4G,SABa,"(R_1_'L)SAB(\underline{r}s,nl)ab",2.0,55.9,30.73,32.437812801281886,-21.188,10.661,12.725,-19.712812801281885,-21.51133100830124,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4045/P4/
NGC4049,180.7269,18.75216,S4G,Sd,SB(s)m: sp pec / Sph,9.0,59.4,11.08,30.222698801962053,-16.365,8.732,14.341,-15.881698801962054,-16.92142421846108,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4049/P4/
NGC4050,180.724783,-16.373602,S4G,Sab,(RL)SAB(\underline{r}s)a,1.0,54.6,31.56,32.49568497268692,-21.242,10.683,13.04,-19.455684972686917,-21.492215968581426,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4050/P4/
UGC05364,149.858925,30.747503,S4G,IB,dIm,10.0,60.3,1.28,25.536049848239344,-11.522,6.795,13.069,-12.467049848239343,-12.414086714336246,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05364/P4/
UGC05373,150.00042,5.33222,S4G,IB,dE4 / dSph,11.0,59.1,1.56,25.965622991772307,-13.637,7.641,11.916,-14.049622991772306,-14.403966403066493,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05373/P4/
UGC05393,150.425423,33.13638,S4G,Sd,(R')SA\underline{B}(s)d\underline{m},8.5,68.8,25.53,32.03525407402125,-17.469,9.174,14.86,-17.175254074021254,-18.069969707394996,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05393/P4/
UGC08041,193.802651,0.116778,S4G,SBcd,SAB(s)c,5.0,54.0,15.29,30.922037427061603,-18.266,9.493,13.539,-17.383037427061602,-18.728503795359476,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08041/P4/
UGC08042,193.79295,7.917953,S4G,Sbc,SBd:,7.0,56.1,35.69,32.7627327397783,-17.925,9.356,15.328,-17.4347327397783,-18.4797871938479,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08042/P4/
UGC08053,193.954686,4.013985,S4G,SABd,SA\underline{B}(s)d\underline{m},8.5,51.6,18.85,31.37655677270906,-16.575,8.816,15.252,-16.124556772709056,-17.13914584158663,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08053/P4/
UGC08056,194.082737,10.188733,S4G,SBc,SB(s)d,7.0,57.8,38.8,32.944158627971035,-17.849,9.326,15.328,-17.616158627971036,-18.464282277573194,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08056/P4/
UGC08084,194.593312,2.792704,S4G,SBd,(R'L)SB(s)m,9.0,39.4,35.8,32.769415133219375,-18.341,9.523,14.523,-18.246415133219376,-18.988772556306554,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08084/P4/
UGC08153,195.774719,3.991911,S4G,Scd,S\underline{A}B(s:)d:,7.0,10.2,42.3,33.13170183687521,-18.541,9.603,15.303,-17.828701836875208,-19.043609931665674,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08153/P4/
UGC08155,195.811197,7.802216,S4G,Sab,(R'R')SA(s)a,1.0,35.3,39.29,32.97141014405903,-19.722,10.075,14.646,-18.325410144059028,-20.06380138385387,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08155/P4/
NGC6412,262.405506,75.704463,S4G,SABc,SB(rs)cd,6.0,31.1,15.28,30.920616771198354,-19.103,9.827,12.376,-18.544616771198356,-19.641779941231615,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC6412/P4/
NGC6434,264.20312,72.088927,S4G,Sbc,(R'L)SAB_a_(rs)b,3.0,69.4,39.45,32.9802350377272,-20.423,10.355,13.018,-19.962235037727197,-20.98472023386589,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC6434/P4/
NGC6889,304.721395,-53.956999,S4G,SBbc,(R')SA\underline{B}(rs)\underline{b}c: pec,3.5,53.1,35.33,32.74071818717423,-19.557,10.009,13.71,-19.03071818717423,-20.10332377398594,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC6889/P4/
NGC6902,306.116884,-43.653433,S4G,SBab,"(R')S\underline{A}B(\underline{r}s,nl)\underline{a",1.5,40.2,36.79,32.828648939155634,-21.529,10.798,11.979,-20.849648939155635,-22.039352500701575,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC6902/P4/
NGC6902B,305.779267,-43.868594,S4G,SABc,SAB(s)d,7.0,25.0,38.2,32.91031681455854,-18.891,9.743,14.258,-18.652316814558542,-19.504909451421256,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC6902B/P4/
NGC6923,307.912738,-30.831836,S4G,SBb,SAB(r\underline{l})\underline{b}c,3.5,64.5,33.5,32.62522403518423,-21.325,10.716,12.737,-19.88822403518423,-21.657357648268295,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC6923/P4/
NGC7051,319.96385,-8.782951,S4G,Sa,(R_1_')SAB_a_(rs)b,3.0,45.5,26.4,32.108019634349155,-20.201,10.267,13.805,-18.303019634349155,-20.424974614072053,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7051/P4/
PGC006626,27.107385,-12.381307,S4G,I,SA\underline{B}(rs)cd,6.0,44.4,19.8,31.483325951307656,-17.654,9.248,13.723,-17.760325951307657,-18.3489865985573,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC006626/P4/
PGC006667,27.293099,-10.061373,S4G,Scd,SA\underline{B}(s)\underline{d}m,7.5,38.0,24.6,31.9546755355169,-18.976,9.777,14.32,-17.634675535516898,-19.33078875084647,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC006667/P4/
PGC006706,27.417532,-12.824585,S4G,SBm,IAm / Sph,10.0,43.2,21.0,31.611096473669598,-16.513,8.791,15.115,-16.496096473669596,-17.179027671312355,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC006706/P4/
PGC007109,28.72001,-13.65393,S4G,Sm,SA(rs)bc: / Sph,4.0,49.6,25.64,32.044590104233905,-18.079,9.418,14.507,-17.537590104233907,-18.62176867449497,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC007109/P4/
PGC007654,30.22911,-8.84088,S4G,IB,dIABm / Sph,10.0,46.8,21.53,31.66522014911743,-16.495,8.784,15.384,-16.28122014911743,-17.114761735042595,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC007654/P4/
UGC09285,217.266112,3.149017,DG,SBc,Sd sp / E(d)6-7,7.0,68.2,25.05,31.994038651016325,-17.422,9.155,15.22,-16.774038651016326,-17.998,real,-17.998,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09285/P4/
UGC09405,218.852153,57.2544,DG,I,dIm (dSph),10.0,46.7,6.33,29.007018550086777,-15.966,8.573,15.39,-13.617018550086776,-16.08398935927039,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09405/P4/
UGC09432,219.767962,2.949672,DG,I,SAB(s)m,9.0,48.3,26.7,32.13255630682288,-16.646,8.844,15.49,-16.642556306822875,-17.304,real,-17.304,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09432/P4/
UGC09504,221.36685,31.43311,DG,I,dIm,10.0,61.9,20.39,31.547086128890697,-16.056,8.608,15.3,-16.247086128890697,-16.769,real,-16.769,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09504/P4/
UGC09741,227.13942,52.29616,DG,SBbc,(L)SB(\underline{r}s)ab,2.0,27.6,33.24,32.60830507556037,-18.874,9.736,14.13,-18.478305075560364,-19.268,real,-19.268,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC09741/P4/
NGC4119,182.040015,10.378904,ETG,S0-a,(RL)SA(l)0^o,-2.0,53.2,10.67,30.140822097122346,-18.99,9.782,12.326,-17.814822097122345,-19.38383319282375,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4119/P4/
NGC4143,182.400285,42.534183,ETG,S0,SAB0^-,-3.0,68.3,21.57,31.669250725512725,-21.102,10.627,11.832,-19.837250725512725,-21.47478392049549,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4143/P4/
NGC4221,183.999495,66.230837,ETG,S0-a,"(R)SAB(r,bl)0^+",-1.0,56.7,17.59,31.226329197287306,-19.519,9.994,13.32,-17.906329197287306,-19.810022361362517,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4221/P4/
NGC4240,184.351455,-9.951597,ETG,E,(L)SA(l)0^-,-3.0,37.1,26.67,32.13011507844938,-20.147,10.245,14.272,-17.85811507844938,-20.279112043435603,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4240/P4/
PGC047770,203.45859,-12.130569,ETG,E-S0,(L)SB(bl)0^o,-2.0,48.0,32.58,32.564755399862456,-19.951,10.167,14.345,-18.219755399862457,-20.214157518967678,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC047770/P4/
PGC053654,225.366375,-14.313394,ETG,E,(RPL)S_AB0^+,-1.0,46.5,38.2,32.91031681455854,-20.011,10.191,14.697,-18.213316814558542,-20.25854445142126,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC053654/P4/
PGC068401,333.76068,-11.5165,ETG,S0-a,SA(rs)ab / E(d)2,2.0,65.8,37.45,32.86725911017743,-19.879,10.138,14.622,-18.24525911017743,-20.1650708908917,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC068401/P4/
PGC068743,335.91327,-3.431568,ETG,S0,SAB0^-,-3.0,59.9,39.8,32.99941536036844,-21.193,10.664,13.88,-19.119415360368436,-21.375707609686582,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC068743/P4/
NGC4218,183.94334,48.131,DG,SABa,IAB(s)m,10.0,44.5,17.67,31.236182747533817,-17.98,9.378,13.45,-17.786182747533818,-18.489,real,-18.489,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4218/P4/
NGC4300,185.422663,5.38484,DG,Sa,SA(r)0$^+$,-1.0,63.2,30.44,32.417223240492675,-20.392,10.343,13.36,-19.057223240492675,-20.558,real,-20.558,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4300/P4/
NGC4305,185.514891,12.741804,DG,Sa,SAB(s)a,1.0,60.1,25.74,32.05304271284184,-19.733,10.079,13.31,-18.743042712841834,-20.17036003751783,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4305/P4/
NGC4332,185.694631,65.84379,DG,SBa,(R$^{\prime}$)SA\underline{B}(s)a,1.0,44.1,37.15,32.849794090482966,-21.105,10.628,13.22,-19.629794090482967,-21.151,real,-21.151,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4332/P4/
NGC4431,186.86405,12.290333,DG,S0,SAB0$^\textrm{o}$,-2.0,55.9,14.93,30.870299038625127,-17.966,9.373,13.82,-17.050299038625127,-18.420810274076906,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4431/P4/
NGC4433,186.910655,-8.278294,DG,SABa,(R$^{\prime}$L)SAB(rs)b,3.0,68.4,39.94,33.00704030267342,-20.849,10.526,13.23,-19.777040302673417,-20.94,real,-20.94,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4433/P4/
NGC4440,186.973135,12.293333,DG,Sa,"SB$_\textrm{a}$(r\underline{s},bl)a",1.0,38.3,17.3,31.190230515643975,-19.77,10.094,12.79,-18.400230515643976,-20.035,real,-20.035,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4440/P4/
NGC4474,187.473065,14.0686,DG,S0,S0$^\textrm{o}$ sp / E(d)2-3,-2.0,55.0,15.28,30.920616771198354,-19.695,10.064,12.44,-18.480616771198356,-19.97,real,-19.97,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4474/P4/
NGC4481,187.452701,64.0331,DG,Sab,SA(rs)bc:,4.0,38.3,31.56,32.49568497268692,-18.726,9.676,14.76,-17.73568497268692,-19.139,real,-19.139,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4481/P4/
NGC4500,187.842066,57.964675,DG,Sa,"(R$_1^{\prime}$)SAB(\underline{r}s,nl)ab",2.0,58.6,38.96,32.95309474103289,-21.0,10.586,13.12,-19.833094741032895,-21.39577726414273,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4500/P4/
UGC01981,37.57155,0.9378,S4G,IB,dIm,10.0,24.9,20.17,31.523529491063826,-16.163,8.651,15.4,-16.123529491063827,-16.8237244304,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC01981/P4/
UGC02081,39.004002,0.420222,S4G,SABc,SA(s)bc:,4.0,57.4,43.25,33.17993055900417,-18.907,9.749,15.02,-18.15993055900417,-19.40143868136598,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC02081/P4/
UGC02275,41.99085,3.8855,S4G,Sm,Im,10.0,27.1,13.1,30.586356478278823,-15.966,8.573,13.669,-16.917356478278823,-16.859568772395523,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC02275/P4/
