name,ra,dec,sample,type,cvrhs,t,incl_deg,dist_mpc,distmod,mabs1_3p6,logmstar,btot_app,b_abs,m_i,mi_source,mabs3_real,p4_url
NGC5493,212.87241,-5.043581,ETG,S0,S0^- sp / E(d)1,-3.0,31.9,19.85,31.488802555495667,-20.477,10.377,12.281,-19.207802555495668,-20.84873860054148,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5493/P4/
ESO462-028,307.739498,-28.925952,DG,Scd,SA\underline{B}(s)m,9.0,48.5,39.8,32.99941536036844,-17.751,9.287,15.12,-17.87941536036844,-18.289,real,-18.289,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO462-028/P4/
ESO466-025,329.601814,-32.236364,DG,Sc,S0$^-$ sp / E(d)5,-3.0,61.7,33.35,32.615479191262835,-18.565,9.613,14.88,-17.735479191262833,-19.002,real,-19.002,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO466-025/P4/
ESO466-043,330.562275,-31.22023,DG,Sbc,Sb sp / E7,3.0,67.7,36.83,32.831008594274564,-18.609,9.63,15.2,-17.631008594274565,-19.039,real,-19.039,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO466-043/P4/
ESO468-006,337.82539,-28.400438,DG,Scd,SA(s)m,9.0,39.5,37.45,32.86725911017743,-17.181,9.059,15.18,-17.68725911017743,-17.784,real,-17.784,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO468-006/P4/
ESO468-008,338.005714,-28.024192,DG,Sm,IB(s)m,10.0,57.1,36.63,32.819184593322724,-16.608,8.829,16.08,-16.739184593322726,-17.269,real,-17.269,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO468-008/P4/
ESO477-005,27.206763,-27.141226,DG,Sc,SAB(s)cd,6.0,64.7,18.09,31.28719283429907,-15.838,8.522,15.24,-16.047192834299068,-16.572,real,-16.572,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO477-005/P4/
ESO480-017,44.811035,-23.660685,DG,Sbc,(R$^{\prime}$)SB(s)cd,6.0,64.9,36.48,32.81027414828189,-17.271,9.094,15.58,-17.230274148281893,-17.863,real,-17.863,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO480-017/P4/
ESO482-017,54.430085,-22.909782,DG,Sb,SA(s)cd,6.0,63.7,18.01,31.27756856409767,-16.943,8.963,15.34,-15.93756856409767,-17.57,real,-17.57,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO482-017/P4/
ESO482-036,55.580852,-22.755392,DG,SABm,(R$^{\prime}$)S\underline{A}B(s)cd,6.0,33.5,21.01,31.612130262029766,-17.019,8.994,15.01,-16.602130262029767,-17.639,real,-17.639,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO482-036/P4/
ESO482-049,58.11075,-23.042931,DG,Sc,Im sp / E5,10.0,63.7,19.83,31.48661357102651,-15.994,8.584,15.54,-15.94661357102651,-16.714,real,-16.714,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO482-049/P4/
ESO504-030,179.312343,-27.70004,DG,SBd,(R$^{\prime}$)SB(r\underline{s})cd,6.0,45.0,23.91,31.89289788057887,-17.442,9.163,14.79,-17.102897880578873,-18.015,real,-18.015,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO504-030/P4/
ESO505-005,180.46064,-24.123746,DG,S?,(L)SB(s)m,9.0,37.1,22.03,31.715072485753836,-16.537,8.801,15.18,-16.535072485753837,-17.206,real,-17.206,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/ESO505-005/P4/
PGC282435,46.355889,-68.939692,DG,Sm,SA(s)cd,6.0,53.3,18.26,31.3075038659914,-16.404,8.748,15.0,-16.3075038659914,-17.085,real,-17.085,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC282435/P4/
PGC3097691,6.544448,-11.043567,DG,I,dSph,11.0,45.6,0.79,24.48813545645221,-10.45,6.366,14.4,-10.088135456452209,-11.408,real,-11.408,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC3097691/P4/
PGC3097702,166.548522,-14.406327,DG,I,SAB(s)dm,8.0,66.4,13.92,30.718196176372714,-14.139,7.842,15.8,-14.918196176372714,-14.995,real,-14.995,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC3097702/P4/
PGC891484,172.776397,-16.926967,DG,S?,(R$^{\prime}$)SA(s)d,7.0,33.0,17.99,31.275155816727754,-15.92,8.554,15.17,-16.105155816727752,-16.647,real,-16.647,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC891484/P4/
PGC896975,213.348104,-16.529777,DG,S0,SA0$^-$ sp,-3.0,64.9,29.66,32.36085573346182,-17.889,9.342,15.52,-16.84085573346182,-18.41,real,-18.41,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC896975/P4/
PGC924727,195.908355,-14.428597,DG,,SAB(s)dm,8.0,65.9,36.17,32.7917425438081,-17.8,9.306,15.32,-17.471742543808098,-18.332,real,-18.332,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC924727/P4/
UGC00685,16.843978,16.684813,DG,Sm,dIAm,10.0,48.5,4.95,28.473025994667843,-14.979,8.178,14.37,-14.103025994667844,-15.443146108746943,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC00685/P4/
UGC01050,22.0536,10.43294,DG,Sd,SAB(s)m,9.0,65.4,32.14,32.535229362136626,-16.239,8.681,16.5,-16.035229362136626,-16.935,real,-16.935,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC01050/P4/
NGC1380B,54.2874,-35.195077,ETG,E-S0,S0^- sp / E(d)3,-3.0,59.0,18.86,31.37770844200655,-18.829,9.718,13.807,-17.57070844200655,-19.203301483871538,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC1380B/P4/
NGC3321,159.710904,-11.64869,S4G,SABc,SAB(\underline{r}s)cd,6.0,63.3,44.53,33.243263475656114,-20.215,10.272,13.617,-19.626263475656113,-20.746646916779188,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3321/P4/
NGC3329,161.16379,76.809535,S4G,Sb,SA(l)a,1.0,56.3,30.3,32.40721314251152,-20.481,10.378,12.959,-19.448213142511523,-20.90829508849021,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3329/P4/
NGC3338,160.531536,13.746848,S4G,Sc,"SA(rs,nl)bc",4.0,56.4,22.47,31.758015362095648,-20.855,10.528,11.439,-20.319015362095648,-21.399043610092477,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3338/P4/
NGC3344,160.879688,24.922415,S4G,Sbc,SAB(r)\underline{b}c,3.5,18.7,11.92,30.38138127702109,-20.355,10.328,10.5,-19.88138127702109,-20.913699600099957,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3344/P4/
NGC3346,160.912476,14.8719,S4G,SBc,SB(rs)cd,6.0,34.1,19.26,31.423281413942576,-19.712,10.071,12.586,-18.837281413942577,-20.176441132276505,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3346/P4/
NGC3351,160.990618,11.703659,S4G,Sb,"(R')SB(r,bl,nr)a",1.0,54.6,9.94,29.986931921986567,-20.784,10.5,10.578,-19.408931921986568,-21.130859001666842,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3351/P4/
NGC3353,161.3433,55.960548,S4G,Sb,Im: / Sph pec,10.0,45.7,19.15,31.410843891523207,-18.521,9.594,13.225,-18.185843891523206,-19.112238314507955,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3353/P4/
NGC3359,161.65304,63.223407,S4G,Sc,SB(rs)c\underline{d},6.5,47.2,15.82,30.996032395808292,-20.028,10.197,11.067,-19.929032395808292,-20.67474261301495,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3359/P4/
NGC3364,162.124375,72.425011,S4G,SABc,SA(s)\underline{b}c,3.5,29.4,36.67,32.82155454980301,-20.079,10.218,13.468,-19.35355454980301,-20.578520319203708,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3364/P4/
NGC3368,161.69035,11.819975,S4G,SABa,"(\underline{R}L)SAB(\underline{r}s,bl,nl)0^+^",-1.0,51.0,10.85,30.177148690922742,-21.343,10.723,10.081,-20.096148690922742,-21.719989942366844,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3368/P4/
NGC3370,161.766981,17.273733,S4G,Sc,SA(s)c,5.0,56.2,26.38,32.10637395605173,-20.358,10.329,12.294,-19.812373956051733,-20.899777879672158,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3370/P4/
NGC4141,182.4471,58.84915,S4G,SBc,SB(s)\underline{d}m,7.5,51.3,27.35,32.184786653347246,-17.691,9.263,14.784,-17.400786653347247,-18.2927998635366,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4141/P4/
NGC4142,182.37572,53.104794,S4G,SBcd,SB(s)d\underline{m},8.5,60.2,25.51,32.03355229304895,-18.083,9.419,13.906,-18.12755229304895,-18.7634697888665,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4142/P4/
NGC4145,182.50716,39.882832,S4G,Scd,SAB(rs)d,7.0,64.3,15.66,30.97395878860962,-19.795,10.104,11.799,-19.174958788609622,-20.31929031532326,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4145/P4/
NGC4151,182.635615,39.405775,S4G,SABa,"SAB_a_(l,nl)0/a",0.0,42.0,9.5,29.888618026444234,-19.775,10.096,11.363,-18.525618026444235,-20.151395236214395,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4151/P4/
NGC4152,182.656236,16.032915,S4G,SABc,SAB(rs)c,5.0,50.6,28.98,32.310491905675775,-20.311,10.31,12.891,-19.419491905675777,-20.77149559783381,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4152/P4/
NGC4158,182.792329,20.175634,S4G,Sb,(RL)SAB_a_(r)0/\underline{a},0.5,39.7,56.76,33.770211933927186,-21.384,10.74,13.121,-20.649211933927184,-21.88132480447289,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4158/P4/
NGC4159,182.723164,76.125665,S4G,Scd,SB(s)m sp,9.0,67.8,17.15,31.171320621893948,-17.718,9.273,14.281,-16.89032062189395,-18.193495346145077,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4159/P4/
NGC4162,182.968735,24.123626,S4G,Sbc,SA(rs)b\underline{c},4.5,55.1,36.18,32.792342812618976,-20.966,10.572,12.463,-20.329342812618975,-21.48638556096546,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4162/P4/
NGC4163,183.03915,36.16925,S4G,I,dSA0 (dIm) / Sph,11.0,54.1,2.93,27.33433810177055,-13.757,7.689,13.697,-13.637338101770549,-14.398879453916079,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4163/P4/
NGC4165,183.049182,13.246485,S4G,SABa,SA(s)a\underline{b},2.5,61.8,45.67,33.29815505803501,-19.818,10.113,14.39,-18.908155058035007,-20.27418643863823,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4165/P4/
NGC4635,190.663404,19.945292,S4G,SABc,SA(s)d,7.0,44.6,16.68,31.1109802315086,-18.232,9.479,13.436,-17.6749802315086,-18.77110035440452,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4635/P4/
NGC4639,190.718303,13.257456,S4G,Sbc,"(R')SA\underline{B}(rs,bl)ab",2.0,51.0,22.6,31.770542195737008,-20.442,10.363,12.194,-19.576542195737005,-20.908617415998197,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4639/P4/
NGC4641,190.781898,12.051248,S4G,S0,dSA[(s)m](rl)0^o^ / Sph,11.0,40.6,8.48,29.641979261283574,-16.4,8.746,14.214,-15.427979261283573,-16.84157512640164,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4641/P4/
NGC4643,190.833916,1.978357,S4G,S0-a,"(L)SB(\underline{r}s,bl,nl)0^{o/+}^",-1.5,42.9,25.7,32.04966561665647,-22.075,11.016,11.674,-20.37566561665647,-22.34565641991427,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4643/P4/
NGC4647,190.885361,11.582566,S4G,SABc,SAB(rs)cd,6.0,31.6,17.59,31.226329197287306,-20.253,10.287,12.084,-19.142329197287307,-20.66199236136252,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4647/P4/
NGC4651,190.927704,16.393353,S4G,Sc,SA(rs)b pec,3.2,49.5,22.75,31.78490700496566,-21.374,10.736,11.38,-20.404907004965658,-21.81626314616693,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4651/P4/
NGC4653,190.962184,-0.561305,S4G,SABc,SA(s)b\underline{c},4.5,26.4,40.2,33.02113026542235,-20.571,10.415,12.812,-20.209130265422353,-21.155960612374255,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4653/P4/
NGC4654,190.985785,13.126684,S4G,Sc,SB(r\underline{s})cd,6.0,59.8,14.71,30.83806336363765,-20.667,10.453,11.029,-19.80906336363765,-21.135384890454848,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4654/P4/
NGC5585,214.950431,56.729396,S4G,SABc,SA(s)\underline{d}m:,7.5,53.1,7.37,29.337337439295254,-17.663,9.251,11.393,-17.944337439295253,-18.399114298234384,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5585/P4/
NGC5595,216.055175,-16.723053,S4G,SABc,SAB(s)cd,6.0,64.0,29.78,32.369623467080785,-20.826,10.516,12.58,-19.789623467080787,-21.252451514763987,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5595/P4/
NGC5597,216.114267,-16.762877,S4G,Sc,(R')SB(s)c\underline{d},6.5,40.0,38.6,32.93293652335878,-21.214,10.672,12.607,-20.325936523358777,-21.67530508298931,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5597/P4/
NGC5600,215.956354,14.638758,S4G,Sc,SB(rs)dm pec,8.0,10.5,87.84,34.71846163553008,-22.915,11.352,12.919,-21.799461635530083,-23.322848484349567,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5600/P4/
NGC5602,215.578395,50.501372,S4G,Sa,(RL)SA(l)0^+^,-1.0,64.4,29.9,32.37835594162215,-20.069,10.214,13.311,-19.067355941622147,-20.503613646281202,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5602/P4/
NGC5604,216.178323,-3.2122,S4G,Sa,SA(s)bc,4.0,64.9,41.8,33.10588140887518,-20.961,10.571,13.566,-19.539881408875175,-21.297037131085666,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5604/P4/
NGC5624,216.6468,51.58553,S4G,Sbc,SB(s)m,9.0,50.0,25.51,32.03355229304895,-18.064,9.412,14.135,-17.89855229304895,-18.695119788866503,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5624/P4/
NGC5750,221.546381,-0.222924,S4G,S0-a,"(RL)SAB(r'l,\underline{r}s,bl)0/a",0.0,66.5,30.09,32.392110938700405,-21.193,10.663,12.552,-19.840110938700406,-21.545071070594595,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5750/P4/
NGC5757,221.943335,-19.078559,S4G,Sb,(R')SB(rs)\underline{a}b,1.7,50.6,39.5,32.982985478132306,-21.577,10.817,13.268,-19.714985478132306,-21.80942658736109,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5757/P4/
NGC5762,222.177364,12.457224,S4G,Sab,SA(l)0^o^:,-2.0,46.6,33.62,32.632988545517264,-19.333,9.919,14.366,-18.266988545517265,-19.752487308196557,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5762/P4/
NGC5768,223.033194,-2.529688,S4G,Sc,SAB(rs)b\underline{c},4.5,41.7,28.82,32.29846988238985,-19.969,10.174,13.524,-18.77446988238985,-20.358285422361615,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5768/P4/
NGC5770,223.31257,3.959727,S4G,S0,"SAB(\underline{r}l,bl)0^+^",-1.0,41.2,20.57,31.56617145847362,-19.625,10.036,13.184,-18.38217145847362,-20.002935292741302,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5770/P4/
NGC5774,223.427648,3.582327,S4G,SABc,SB(s)d,7.0,52.5,21.59,31.671263211671153,-19.043,9.804,13.102,-18.569263211671153,-19.60167185474272,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5774/P4/
NGC5781,224.172071,-17.243358,S4G,SBb,(R)SB(rs)a [d],1.0,60.7,30.9,32.44979239712417,-19.9,10.146,13.82,-18.62979239712417,-20.27150121332418,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5781/P4/
NGC5783,223.367863,52.076198,S4G,Sc,SA(s)c,5.0,54.2,35.96,32.77909841530595,-19.824,10.116,13.797,-18.982098415305952,-20.2961531275969,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC5783/P4/
NGC3547,167.483061,10.720932,S4G,Sb,SB(rs)cd,6.0,68.1,23.67,31.87099128964541,-18.984,9.78,13.197,-18.67399128964541,-19.581147953066672,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3547/P4/
NGC3556,167.8791,55.67401,S4G,SBc,SB(s)\underline{d}m sp,7.5,67.5,9.97,29.993475791558282,-20.514,10.392,10.704,-19.28947579155828,-20.896236811016195,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3556/P4/
NGC3583,168.545545,48.318621,S4G,SBb,(R')SAB(rs)ab,2.2,58.7,27.74,32.21553228368633,-21.245,10.684,12.447,-19.76853228368633,-21.568030086666287,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3583/P4/
NGC3589,168.806779,60.701023,S4G,SABc,S/IA(s:)m,9.5,60.5,24.3,31.928031367991558,-17.523,9.195,14.499,-17.429031367991556,-18.170917371478016,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3589/P4/
NGC3596,168.775817,14.787059,S4G,SABc,SA(s)bc,4.0,18.7,17.55,31.221385604009214,-20.052,10.207,11.795,-19.426385604009212,-20.574980616942163,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3596/P4/
NGC3599,168.862334,18.110373,S4G,S0,SA(l)0^{-/o}^,-2.5,28.3,21.09,31.62038289869743,-19.803,10.108,12.882,-18.73838289869743,-20.222814981193896,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC3599/P4/
NGC4273,184.98355,5.343328,S4G,Sc,SAB_a_(s)c pec,5.0,26.9,29.04,32.31498306014028,-20.994,10.584,12.313,-20.001983060140276,-21.430876019132963,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4273/P4/
NGC4274,184.960787,29.614801,S4G,SBab,"(R)SA\underline{B}(r,nr)0/a",0.0,68.0,13.91,30.71663564996023,-21.012,10.591,11.326,-19.39063564996023,-21.300979377740656,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4274/P4/
NGC4276,185.031128,7.691909,S4G,SABd,SB(s)dm,8.0,30.7,27.9,32.22802101636799,-19.216,9.872,13.478,-18.750021016367988,-19.77649493884648,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4276/P4/
NGC4288,185.158842,46.291796,S4G,SBcd,SB(s)d\underline{m},8.5,42.1,14.83,30.855705755141912,-17.699,9.266,13.298,-17.55770575514191,-18.33579585245835,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4288/P4/
NGC4293,185.303467,18.38261,S4G,S0-a,(\underline{R}L)SB_x_(r\underline{s})0/a,0.0,59.4,14.47,30.80234265559519,-20.733,10.48,11.047,-19.75534265559519,-21.17325052406487,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4293/P4/
NGC4298,185.386497,14.606122,S4G,Sc,(R')SA(rs)bc,4.0,58.4,15.98,31.01788387488986,-20.159,10.25,12.064,-18.95388387488986,-20.545797710599118,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4298/P4/
NGC4789A,193.5219,27.14908,S4G,I,Im,10.0,22.6,4.31,28.172386350803656,-12.899,7.346,14.1,-14.072386350803656,-13.844745792438859,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4789A/P4/
NGC4790,193.716481,-10.247756,S4G,SBc,SA(s)bc,4.0,58.8,22.92,31.80107306647676,-19.537,10.001,12.769,-19.032073066476762,-20.088342170622038,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4790/P4/
NGC4791,193.683173,8.053144,S4G,SBa,(R')SA(s)0/a,0.0,52.9,33.83,32.646509988939904,-18.642,9.643,15.179,-17.467509988939902,-19.035994847400875,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4791/P4/
NGC4793,193.669277,28.938712,S4G,Sc,SA(r\underline{s})c,5.0,61.1,30.12,32.394274837643316,-21.215,10.672,12.303,-20.091274837643315,-21.62092458684618,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4793/P4/
NGC4795,193.761969,8.065514,S4G,SBa,"(R')SA\underline{B}_a_(l,bl)a pec",1.0,53.2,37.37,32.862615489248185,-21.219,10.674,13.191,-19.671615489248182,-21.525364639973326,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4795/P4/
NGC4799,193.814776,2.896736,S4G,Sb,SA(l)0^o^:,-2.0,68.7,40.0,33.01029995663981,-20.586,10.421,14.088,-18.92229995663981,-20.865030489810355,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4799/P4/
NGC4800,193.657441,46.531158,S4G,Sb,(R')SA(r\underline{s})a,1.0,47.2,24.67,31.96084574744868,-21.002,10.587,12.327,-19.63384574744868,-21.35048375065044,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4800/P4/
NGC4802,193.95696,-12.055179,S4G,S0,SA(r\underline{l})0^{-/o}^,-2.5,34.1,11.55,30.312909921140815,-18.857,9.729,12.39,-17.922909921140814,-19.307488831468092,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4802/P4/
NGC4806,194.051696,-29.502817,S4G,Sc,SA(s)\underline{c}d,5.5,32.9,32.31,32.54668479008822,-19.695,10.064,13.427,-19.119684790088222,-20.229800925670734,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4806/P4/
NGC4808,193.953948,4.304154,S4G,Sc,SA\underline{B}_a_(s)\underline{c}d,5.5,69.2,18.4,31.324089115047684,-19.883,10.139,12.299,-19.025089115047685,-20.351390942036204,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC4808/P4/
PGC044278,194.315894,-5.345941,S4G,Sd,dE1: /Sph,11.0,55.2,22.63,31.773422769773646,-17.778,9.297,13.815,-17.958422769773648,-18.490399350896805,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC044278/P4/
PGC044906,195.388374,-4.775687,S4G,SBd,SB(s)m pec,9.0,68.3,30.1,32.392832477969215,-17.168,9.053,15.34,-17.052832477969215,-17.810935632322764,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC044906/P4/
PGC044952,195.513674,-14.882421,S4G,SABc,SA(r)cd:,6.0,60.7,28.75,32.29318924512825,-18.796,9.704,14.015,-18.278189245128246,-19.344314472605138,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC044952/P4/
PGC044982,195.55994,-17.23754,S4G,IB,dE4 / Sph,11.0,60.5,11.81,30.36124948806757,-15.426,8.357,15.083,-15.278249488067571,-16.06127862969588,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/PGC044982/P4/
UGC05427,151.170613,29.364377,S4G,SABd,dI\underline{A}B:m / Sph,10.0,52.1,7.4,29.34615859865488,-14.334,7.92,15.185,-14.16115859865488,-14.963382270683896,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05427/P4/
UGC05464,152.032153,29.542962,S4G,Sm,dIm / Sph,10.0,57.6,13.64,30.6740718516023,-15.005,8.188,15.632,-15.0420718516023,-15.683711885126542,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05464/P4/
UGC05478,152.382549,30.14989,S4G,IB,SB(s)d\underline{m},8.5,23.8,23.4,31.846079287050713,-17.291,9.103,14.752,-17.09407928705071,-17.91472363245692,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05478/P4/
UGC05522,153.495419,7.024039,S4G,Sc,SA(l)b\underline{c},4.5,62.4,39.01,32.95587975155896,-18.783,9.699,14.614,-18.34187975155896,-19.349336741616355,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC05522/P4/
UGC08303,198.323333,36.2175,S4G,IAB,IA(s:)m,10.0,53.6,20.3,31.53748018956606,-17.451,9.167,13.657,-17.88048018956606,-18.221927844548024,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08303/P4/
UGC08441,201.37155,57.8215,S4G,I,IA(s:)m,10.0,54.3,26.8,32.14067397014394,-17.466,9.173,15.407,-16.733673970143943,-17.963903382983826,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/UGC08441/P4/
NGC7070,322.60566,-43.087133,S4G,Sc,SB(s)c,5.0,30.8,30.3,32.40721314251152,-20.147,10.245,12.797,-19.610213142511522,-20.690855088490206,predicted_B,nan,https://irsa.ipac.caltech.edu/data/SPITZER/S4G/galaxies/NGC7070/P4/
