# object_id,ra,dec,g_inputcount_value,r_inputcount_value,i_inputcount_value,z_inputcount_value,y_inputcount_value,g_localbackground_flux,r_localbackground_flux,i_localbackground_flux,z_localbackground_flux,y_localbackground_flux,g_apertureflux_10_flux,g_apertureflux_10_fluxerr,r_apertureflux_10_flux,r_apertureflux_10_fluxerr,i_apertureflux_10_flux,i_apertureflux_10_fluxerr,z_apertureflux_10_flux,z_apertureflux_10_fluxerr,y_apertureflux_10_flux,y_apertureflux_10_fluxerr,g_apertureflux_20_flux,g_apertureflux_20_fluxerr,r_apertureflux_20_flux,r_apertureflux_20_fluxerr,i_apertureflux_20_flux,i_apertureflux_20_fluxerr,z_apertureflux_20_flux,z_apertureflux_20_fluxerr,y_apertureflux_20_flux,y_apertureflux_20_fluxerr
3496121520885871027,150.79410802009824,3.0121399991584243,26,21,34,43,21,0.10209364,0.10034861,0.23907521,0.33780962,0.42808372,0.07430748,3.1655216,-6.4267325,5.221784,-2.904396,6.8757324,-1.2607266,10.555332,30.885477,26.561384,10.522943,6.426072,-15.47485,10.672185,13.9883795,13.863955,-10.608519,21.451736,18.844803,53.882767
3496121520885871033,150.79253307569795,2.9228395631393624,25,21,39,44,30,0.045180283,0.072344184,0.11849608,0.22115478,0.28798828,-3.1481652,3.1728814,-7.614764,5.87612,1.1765356,6.516382,-1.3081563,10.542703,-27.430569,27.691896,2.5901756,6.445041,-13.803608,11.935956,-6.510935,13.274651,-29.40565,21.404146,25.023827,56.187325
3496121520885871034,150.8414061464297,3.049719314011833,25,23,34,42,25,0.16531251,0.27349672,0.3748043,0.51953626,0.8224284,5.747361,3.5396373,12.614078,5.334315,20.461504,6.1961937,19.62768,10.039107,59.124344,24.630627,20.656622,7.174998,55.449364,10.832672,66.885704,12.604554,71.79504,20.371593,75.66187,50.001537
3496121520885871036,150.7681619648251,3.018395620660213,26,22,34,39,23,0.063169196,0.101535626,0.122328036,0.10164714,-0.10483937,-1.0098817,3.3621306,-6.73732,5.1794133,9.034494,6.442559,5.4579973,10.270015,-12.347192,25.626595,-1.9588096,6.756184,0.24045844,10.414433,7.316586,12.929001,-30.494518,20.634508,-2.8087184,51.51538
3496121520885871040,150.84751983783923,3.0325003099943584,27,22,34,41,24,0.022343943,-0.013553554,0.07034872,-0.056027647,-0.30165792,-4.8882136,3.307656,-3.2612407,5.4044914,-7.397465,6.493857,-13.213164,10.2783,-3.7508261,25.447277,0.3570174,6.7242947,-10.790686,10.924767,-34.724266,13.143435,-42.333736,20.875748,-136.7939,51.67255
3496121520885871041,150.75887696839092,2.9220580336835007,24,23,39,44,32,0.058679774,0.10434905,0.09018859,0.12621208,-0.040329974,-1.8846014,3.2143598,6.9295173,5.4987497,6.344177,6.5778503,3.4038215,10.468915,-15.793754,27.39757,-15.813078,6.4663553,4.032967,11.055805,-21.51282,13.271836,12.379114,21.08065,-23.000084,54.935226
3496121520885871045,150.81393858084706,2.9713899519814095,28,23,34,42,25,0.01527437,0.04232103,0.02554478,-0.06434474,-0.14369443,-6.5994205,3.232407,-5.8185387,5.051312,1.3752173,6.3935122,-0.13037843,9.861257,11.628255,24.339525,-5.904291,6.502466,-8.9308405,10.161794,-4.0605416,12.8963175,-3.313111,19.837912,59.53713,48.963085
3496121520885871047,150.80171641724257,2.992540626737375,26,23,33,41,23,0.08101222,0.134646,0.14749928,0.13136318,0.41786316,3.492982,3.3701074,4.715385,4.9651365,5.1094975,6.41071,-8.240197,10.352615,-3.1373882,25.104393,-2.928499,6.8442516,13.023473,10.083325,-18.868025,13.01609,-11.824422,21.038336,-24.036777,50.970512
3496121520885871048,150.75289971465708,3.0160789522502665,24,22,33,41,22,0.09571194,0.05419858,0.0611629,0.12056839,0.06915401,-0.10000741,3.5606132,0.7107461,5.295635,-0.8427148,6.6553516,2.350237,10.350368,-2.302208,27.383097,0.44366762,7.1329026,0.10786904,10.753564,9.601482,13.516468,-27.008762,20.985193,14.086144,55.67428
3496121520885871049,150.85285973043554,3.0653888201779367,27,25,37,43,25,0.066940956,0.04116412,0.103838585,0.17120169,0.28728554,4.8625174,3.3835795,10.923151,5.564661,-13.450931,6.275116,-7.1018834,10.323575,-22.881582,25.613333,3.892391,6.8824077,22.231564,11.249008,-3.5211535,12.776085,-11.541992,21.029623,-55.738754,52.049362
3496121520885871053,150.81922149691746,3.0034988421267426,26,22,34,44,24,0.08140661,0.10926552,0.11771525,0.032398995,0.22190699,-0.6899898,3.1986003,7.7513022,5.2621746,0.78213495,6.1345572,9.771933,9.757909,13.330763,25.503977,-1.3682609,6.4444704,3.1175303,10.601716,-0.5145741,12.357668,-2.8950489,19.687681,31.54686,51.51148
3496121520885871056,150.76433343064187,2.977675340234655,25,23,33,41,21,0.09782718,0.13390656,0.20660491,0.28663653,0.2844791,4.2628026,3.366668,-5.27328,5.3144765,2.3243165,6.754446,16.891489,10.413883,23.782146,27.454338,10.546997,6.8400455,2.7633097,10.796452,14.373571,13.716166,30.351479,21.206886,140.93797,55.754227
3496121520885871059,150.79331141453545,3.0058884978698366,25,21,34,44,22,0.09008384,0.12754367,0.2565485,0.37728393,0.22934133,1.3828381,3.2827713,1.925861,5.8654046,-0.3513361,6.649224,10.363861,10.522995,-34.475243,28.424467,-1.7080848,6.661975,5.8594646,11.928891,4.1549807,13.494219,42.10638,21.399332,7.0327044,57.723824
